Company,Contact,Email,Website,Country,WhatsApp,Category,Source,Status,Note,Level,Owner,NextFollowup,History
TS6 Power Strip,,"amtek@amtek.cz, amtek@amtek.pl, bernstein@bernstein.dk, info@tapeswitch.co.uk, sales@laumans.com, sales@londonmat.com, sales@tapeswitch.com, tsjapan@gc4.so-net.ne.jp, verkauf@tapeswitch.de",http://www.tapeswitch.de/schaltleisten.htm,Germany,"+44 1257 249777, +45 7020 0522, +49 (0) 5101 14490",ELDERLY,wlw,NEW,,C,sales,,
Weatherproof terrace roofing made to measure – FFH craftsmanship for durable outdoor solutions,,ffhandwerksarbeit@gmail.com,https://www.ffh-handwerksarbeit.de/referenzen,Germany,"01703586733, 1252 1252, 162117460",ELDERLY,wlw,NEW,,C,sales,,
Terziblitz Cleaning Consulting: Customized Solutions for Immaculate Cleanliness,,info@terziblitz.com,https://www.terziblitz.de/,Germany,"+49176 47368317, +4917647368317, 0176 47368317",ELDERLY,wlw,NEW,,C,sales,,
Customs Clearance,,info@intime.info,https://www.intime.info/leistungen/zoll/,,"+49 40 866 66 61 4, +49 40 866 66 66, 0 0 384 512",ELDERLY,wlw,NEW,,C,sales,,
Ernst Wenzelmann Schilderfabrik GmbH,,wms@wenzelmann.de,http://www.wenzelmann.de/,Germany,"+49 (0) 2661 9102-0, +49 (0) 2661 9102-23, +49 2661 91 02-0",PLATFORM,europages,NEW,,C,sales,,
GIFT CAMPAIGN,,marketing.deutschland@giftcampaign.com,https://www.giftcampaign.de,Germany,"+49 (0) 800 898 9740, +49(0)8008989740, +4908008989740",PLATFORM,europages,NEW,,C,sales,,
APRO ARBEITSSCHUTZPRODUKTE E. KFR.,,info@apro-arbeitsschutz.de,http://www.apro-arbeitsschutz.de/,Germany,"+49(0)7731 183131, +49(0)7731-183131, 0101926100",PLATFORM,europages,NEW,,C,sales,,
APS Techgroup GmbH,,"info@aps-techgroup.de, sales@aps-techgroup.de",https://aps-techgroup.de/,Germany,"+497961579170, 0123456789, 035813168",PLATFORM,europages,NEW,,C,sales,,
INGESHOP BY INGETECH,,"contact@ingetech-solutions.com, contact@societe.fr, direction@ingetech-solutions.com",https://shop.ingetech-solutions.com,,"+33(0)5 56 22 94 21, +33556229421, 0 0 1200 130",PLATFORM,europages,NEW,,C,sales,,
DAV Tech Germany GmbH,,"danielpreciado@davtech.mx, davtech@davtech.de, davtech@davtech.it, davtech@davtech.pl, miran@proteam.si",https://www.davtech.de,Germany,"+386 041 589876, +39 0444 574324, +39 0444 574510",PLATFORM,europages,NEW,,C,sales,,
DICTATOR Technik GmbH,,"astritdalipi@hotmail.com, cherie@global-access.com.au, info@dictator.de, info@portimex.com, nberlin@dictator.de, ninfo@dictator.de, nwest@dictator.de, office@bach-austria.com",http://www.dictator.de/,Germany,"+0102-0103, +0110-0111, +0128-0129",PLATFORM,europages,NEW,,C,sales,,
TVW Meßtechnik GmbH,,info@tvwbuende.de,https://www.tvwbuende.de/,Germany,"+49 5223 9277-0, +49 5223 9277-40, +49522392770",PLATFORM,europages,NEW,,C,sales,,
KSC Elektro GmbH,,info@ksc-elektro.de,https://ksc-elektro.de/,Germany,"+49 38221422705, +491748933716, 0 0 1000 100",PLATFORM,europages,NEW,,C,sales,,
Philipp Kirsch GmbH,,info@kirsch-medical.de,https://kirsch-medical.de,Germany,"+49 (0)781 92 27-0, +49 (0)781 92 27-200, +49 (0)781 9227-0",PLATFORM,europages,NEW,,C,sales,,
FRANCE INFRA ROUGE,,"contact@franceinfrarouge.fr, m.mahe@franceinfrarouge.fr, y.fauchet@franceinfrarouge.fr",https://www.franceinfrarouge.fr/,France,"+33240519982, 0 0 36 36.000001, 0.292893 0.292893",PLATFORM,europages,NEW,,C,sales,,
Times Logistics International GmbH,,info@tli-gmbh.com,https://www.tli-gmbh.com/de/,,"+49 (0) 2432 9339-0, +49 (0) 2432 9339-95, 105924414957313",PLATFORM,europages,NEW,,C,sales,,
DIAS Infrared GmbH,,"bertold.fechte@celsius-scandinavia.dk, c.jiang@dias-infrared.com, contact@amg-solution.com, d.wagner@dias-infrared.de, f.nagel@dias-infrared.de, gabriel.rodino@sensotec.com.ar, h.ruediger@dias-infrared.de, info@deltastrumenti.it, info@dias-infrared.de, info@hiki-tec.vn, info@infratemp.com.br, info@kraytech-energy.com, info@micro-epsilon.se, info@simtrum.com, info@teknotherm.com.tr, info@tpsautomation.in, info@transmetra.ch, info@w-technika.cz, j.kuschel@dias-infrared.de, j.matschewsky@dias-infrared.de, john.smith@scitec.uk.com, l.burek@dias-infrared.de, marketing@toshniwalsensors.com, office@pmr.at, office@zeco.ro, oscar@ibertronix.com, r.koehler@dias-infrared.de, rogermty1971@hotmail.com, sales@dht.co.jp, sales@dias-infrared.com, sales@ecefast.com.au, sales@optosirius.co.jp, sales@tmseurope.co.uk, sales@wonwoosystem.co.kr, snagle@kpmanalytics.com, veli.valkealahti@sarlin.com, vertrieb@dias-infrared.de, zagarella@optoprim.it",http://www.dias-infrared.de/,Germany,"+1 774-261-8699, +1 774-399-0461, +1 774-421-3002",PLATFORM,europages,NEW,,C,sales,,
OPTIMA LIFE SCIENCE GMBH,,"info@metall-plastic.com, pr-group@optima-packaging.com, service-consumer@optima-packaging.com, service-de-lifescience@optima-packaging.com, service-mr@optima-packaging.com, service-pharma@optima-packaging.com, support-services-nonwovens@optima-packaging.com",https://www.optima-packaging.com/en,,"+49 791 506-0, +49 791 506-1472, 0-34060-5553",PLATFORM,europages,NEW,,C,sales,,
ARSITEC AG,,welcome@arsitec.ch,http://www.arsitec.ch,Switzerland,"+41 34 427 00 58, 0 0 612 612, 034 427 00 58",PLATFORM,europages,NEW,,C,sales,,
BOR SORVEGLIANZA ATTIVA,,"alberto.palma@borsecurity.it, amministrazione@borsecurity.it, antonio.pellegrino@borsecurity.it, carmen.moccia@borsecurity.it, francesco.reale@borsecurity.it, giuliano.dacunzo@borsecurity.it, giuliano.salomone@borsecurity.it, giuseppe.scirocco@borsecurity.it, info@borsecurity.it, nicolaiodice@borsecurity.it, stefania.dipalma@borsecurity.it",http://borsecurity.it,Italy,"0 0 13.503 23.616, 0 0 172.46 172.46, 0 0 29.25 29.25",PLATFORM,europages,NEW,,C,sales,,
SVK CONTROL GMBH,,l.pereira4@web.de,http://www.svkc.de,Germany,"0162 - 7436 448, 06.057000000, 10 21600 0",PLATFORM,europages,NEW,,C,sales,,
NECRON ENERGY ELECTRONIC  SAN. TIC. A.S.,,"ankara@necron.com.tr, cm@necron.com.tr, info@necron.com.tr, istanbul@necron.com.tr",https://www.necron.com.tr,,"+90 216 494 0 444, +90 312 236 6 630, +902164940444",PLATFORM,europages,NEW,,C,sales,,
LOGOPAK FRANCE,,"commercial@logopak.fr, consommables@logopak.fr, logopak@logopak.fr",http://www.logopak.fr,France,"00 33 (0) 1 64 47 15 16, 00 33 (0) 1 69 20 25 74, 1199021421",PLATFORM,europages,NEW,,C,sales,,
ALLGÄU BATTERIE GMBH & CO. KG,,"hello@helloblack.digital, info@allgaeubatterie.de",http://www.allgaeubatterie.de,Germany,"+49 8374 24124-0, +498374241240, 103031806",PLATFORM,europages,NEW,,C,sales,,
CERSA-MCI,,"b.zelincu@cersa-mci.com, eoner@katema.net, import@toho-intl.co.jp, janingenieria@prodigy.net.mx, jfiorella@iesof.com, neco@dpimail.net, sale@cersa-mci.com, synergy8@singnet.com.sg, thomas@puthuma.com, x.p.chen@cersa-mci.cn, x.p.chen@cersa-mci.com, zw.zhao@cersa-mci.cn",https://www.cersa-mci.com/,,"+1(770)286-8791, +33 (0)4 42 02 60 44, +33 442 026 044",PLATFORM,europages,NEW,,C,sales,,
"DEER EXPORT, S.L.",,deerexport@deerexport.com,https://deerexport.com/,,"0.2539692844432686, 1024-1280, 1280-1600",ELDERLY,europages,NEW,,C,sales,,
ALTHAE NUTRITION SL,,info@althae.eu,https://www.althae.eu,,"+33 (0)677465069, 0 0 1408 1792, 0 0 1664 1792",ELDERLY,europages,NEW,,C,sales,,
SWITCHCARE,,"contact@switchcare.com, contact@switchcare.eu",https://www.switchcare.fr/,France,"+33 6 27 99 21 47, +33 6 27 99 21 47 71, +33627992147",ELDERLY,europages,NEW,,C,sales,,
FARMAP INDUSTRY S.R.L.,,"farmapindustry@pec.it, info@farmapindustry.it",https://www.farmapindustry.it/,Italy,"0 .415.336.75.75.75, 0 .597.237 1.17.659 1.591, 0 0 -2 2.5 -2 3.5",ELDERLY,europages,NEW,,C,sales,,
Independent Marketing SA,,info@infobebe.es,https://www.infobebe.es,Spain,,ELDERLY,europages,NEW,,C,sales,,
"Mobile Catering Service for Businesses, Care & Communities | Rastenberger Fertig‑und Frischmenue GmbH",,"20info@rastenberger.de, info@rastenberger.de",https://rastenberger.menu/,,"+49 3 63 77 77 10, +49363777710, 0 0 352 512",ELDERLY,wlw,NEW,,C,sales,,
Employee leasing in steel construction - Skilled workers from Eastern Europe,,info@personalvermittlung.eu,https://www.personalvermittlung.eu/de/anzeige/Subunternehmen/Metallbau/Stahlbaumonteure/Stahlbaumonteure-aus-Osteuropa-Ihr-Team-fuer-professionelle-Stahlkonstruktionen_169,,"+49 (0) 163 4027 421, +49 (0) 163 4027421, +49 (0) 9621 4206 07",ELDERLY,wlw,NEW,,C,sales,,
Swiss-Crafting.ch GmbH,,"info@swiss-crafting.ch, info@swiss-crafting.chtele",https://www.swiss-crafting.ch,Switzerland,"+41 319 82 00, +41 76 319 82 00, +41763198200",PET,europages,NEW,,C,sales,,
TME,,bok@termedialabels.pl,https://termedialabels.pl/,Poland,"+48 503 179 658, +48503179658, 0 6 8 10 8 10",PET,europages,NEW,,C,sales,,
LLA INSTRUMENTS GMBH & CO. KG,,mail@lla.de,https://www.lla-instruments.de/en/,Germany,"+49 30 629 0790-0, +49 30 629 0790-10, 0 0 200 200",PET,europages,NEW,,C,sales,,
"Stretch hooder, machine uses a single workstation to package products by applying stretch hood film",,"bootstrap@5.2.0, lite-youtube@1.5.0, mes@messersi.com, nome@email.it",https://messersi.com/it/prodotti/stretch-hooder-mh3/,,"+33 03.82.57.28.66, +33 03.82.57.29.53, +33 0382572953",PET,wlw,NEW,,C,sales,,
POLLERES PLASTIC Kunststoffverarbeitung GmbH,,"office@3p-trockenbau.at, office@baumeister-vogler.at, office@mgr.co.at, office@polleres.com, office_mgr@polleres.com, office_plastic@polleres.com",https://www.polleres.com,,"+43 1 512 18 02, +43 1 6067319, +43 1 6067319-16",PET,europages,NEW,,C,sales,,
Fleros Kunststoffe GmbH,,info@fleros.de,https://fleros.de,Germany,"+49 (0)47 21 - 20 38 20, +49 (0)4721 - 203820, 0-7272249065652",PET,europages,NEW,,C,sales,,
JOBITEX,,jobitex@gmail.com,http://www.jobitex.com,,"+351 256 802 793, +351 938 907 942, +351 963 323 284",PET,europages,NEW,,C,sales,,
PNK Farmaceutici SPA,,"contact@pnkfarmaceutici.com, contact@pnkfarmaceutici.it",https://pnkfarmaceutici.com/,,"+39 0861 1820881, +39) 0861 1820881, +3908611820881",PET,europages,NEW,,C,sales,,
fermenta GmbH & Co. KG,,info@fermenta.de,http://www.fermenta.de/,Germany,"+49525298750, +4952529875401, +4952529875402",PET,europages,NEW,,C,sales,,
ALMiG Kompressoren GmbH,,info@almig.de,http://www.almig.de/,Germany,"+49 (0)7024 96140, +49 (0)70249614106, +49 1805 258700",PET,europages,NEW,,C,sales,,
Kolb-Siebdruck GmbH & Co. KG,,design@kolb-siebdruck.de,https://www.kolb-siebdruck.de/,Germany,"+49 (0) 92 32 8 81 00, +49 (0) 92 32 88 10 10, 263 752 730",PET,europages,NEW,,C,sales,,
BAM Packaging Consulting GmbH,,"buxton@bam-packaging.com, info@bam-packaging.com",http://www.bam-packaging.com/,,"10034218-1, 251903086, 49 (0) 40 - 43 18 39 37",PET,europages,NEW,,C,sales,,
PTG Lohnabfüllung GmbH,,"info@ptg-lohnabfuellung.de, kontakt@ptg-lohnverpackung.de, plonka@ptg-lohnabfuellung.de",http://www.ptg-lohnabfuellung.de/,Germany,"+49 (0) 60 74 69 46 99 -0, +49 (0) 60 74 69 46 99 29, +49 (0) 61 06 267 45 -0",PET,europages,NEW,,C,sales,,
INGENIA,,"bob.smith@ingenia-id.com, flickity@2.3.0, info@ingenia-id.com",https://www.ingenia.co.uk,United Kingdom,"+1 (443) 439 8980, +14434398980, +31 (0)85 208 0566",PET,europages,NEW,,C,sales,,
MD Composites Technology GmbH,,"bewerbung@md-gruppe.com, info@md-composites.de, sales@md-composites.de",https://www.md-composites.de/,Germany,"0 0 1000 89, 0 0 741 89 1000 0 0 0, 073790764008",PET,europages,NEW,,C,sales,,
Schmidt Verpackungen e.K.,,"h.neuberth@schmidtverpackungen.de, info@schmidtverpackungen.de",http://www.schmidtverpackungen.de/,Germany,"+49 7222 21238, +49 7222 29916, 0 0 595.28 841.89",PET,europages,NEW,,C,sales,,
Prepregs,,"aev@aev.co.uk, aev@aeveurope.com, general@isovolta.com.hk, headquarters@isovolta.com, info@aev.com.my, info@haysite.com, info@isovolta-or.us, info@isovolta-vt.us, info@isovolta.com.cn, info@isovolta.com.mx, info@isovolta.com.tr, info@isovolta.de, info@isovolta.es, info@isovolta.in, info@isovolta.ro, info@synthanetaylor.com, isovolta@varady-brenner.hu, wdf@isovolta.com",https://www.isovolta.com/high_voltage.php,,"+1 450 430 3030, +1 450 430 3031, +1 541 995 4923",PET,wlw,NEW,,C,sales,,
Secure animal transport boxes for safe transport and comfort,,"bewerbung@eco-kunststoff.com, kontakt@eco-kunststoff.com, vertrieb@eco-kunststoff.com",https://www.eco-kunststoff.com/de/,,"1780727264, 1780727268, 1780727272",PET,wlw,NEW,,C,sales,,
"Metal pin, safety pin",,info@fasswulf.de,https://www.fasswulf.de/products/metallsplint-sicherungssplint,Germany,"+494186696710, 0 .069 0 .346.175.81, 0 .07 0 .14.14.14",PET,wlw,NEW,,C,sales,,
"Your partner in plastics engineering / injection molding, assembly, and tool making.",,"32info@pfwag.ch, dejan.milosevic@pfwag.ch, info@chrisign.ch, info@pfwag.ch, urs.pfister@pfwag.ch",https://www.pfwag.ch/,Switzerland,"+41449491616, 044 949 16 16, 044 949 16 32",PET,wlw,NEW,,C,sales,,
"Pharmaceutical Packaging: Safe, Precise, and Customized",,info@druckerei-sauter.de,https://www.druckerei-sauter.de/,Germany,"10.0156063, 10.0161381, 10.0166752",PET,wlw,NEW,,C,sales,,
BÜRKLE GmbH,,"info@buerkle.de, martin.saint-denis@buerkle.de",https://www.buerkle.de/,Germany,"+1-631-750-3772, +49 7635 6121-0, +49763561210",PET,europages,NEW,,C,sales,,
Fucine Film Spa,,info.fucine@fucinefilm.it,https://www.fucinefilm.it/,Italy,"+39 0463 760 411, +39 0463 760 495, 07115710969",PET,europages,NEW,,C,sales,,
WENZ Kunststoff GmbH & Co. KG,,info@we-ku.de,http://www.we-ku.de/,Germany,"+49 23 51 45 90 40, +49 2351 459-040, +49 2351 479-866",PET,europages,NEW,,C,sales,,
teampack Verpackungen GmbH,,"bestellungen@restpostenkarton.de, info@teampack.de",http://www.teampack.de/,Germany,"+49 5244 970-60, +49 5244 9706-0, 0 -1 -1 0 16 16",PET,europages,NEW,,C,sales,,
AGV Medical Care GmbH,,bestellung@agv-medicalcare.de,https://www.agv-medicalcare.de,Germany,"+036691883010, 0 .069 0 .346.175.81, 0 .07 0 .14.14.14",PET,europages,NEW,,C,sales,,
TAPECONCEPT GmbH,,"info@tapeconcept.de, lutter@tapeconcept.de, order@tapeconcept.de, wasner@tapeconcept.de",http://www.tapeconcept.de/,Germany,"+4935237748690, +4935237748699, 0 0 512 512",PET,europages,NEW,,C,sales,,
YORKLAY S.L.,,"juan@yorklay.com, yorklay1@yorklaysl.onmicrosoft.com",https://yorklay.com/,,"+34 645 38 56 67, +34 645 385 667, +34 967 04 29 61",PET,europages,NEW,,C,sales,,
ELPACK Packaging GmbH,,office@elpack.at,http://www.elpack.at/,Austria,"0-2104-4021-865, 0043313690000, 07-7009-45",PET,europages,NEW,,C,sales,,
PALAMATIC FRANCE,,"bootstrap@3.4.1, contact@palamatic.fr, contact@palamaticprocess.ca, drupal-bootstrap-styles@0.0.2, sales@palamaticprocess.com",https://www.palamaticprocess.com/,,"+1 (267) 606-1002, +1 267-606-1002, +1 438 238 5273",PET,europages,NEW,,C,sales,,
Humboldt Verpackungstechnik GmbH,,info@humboldt-pack.de,http://www.humboldt-pack.de/,Germany,"+049 (0) 2247 90003-0, +049 (0) 2247 90003-33, +49 (0) 2247-90003-0",PET,europages,NEW,,C,sales,,
MOD VERRE,,contact@modverre.com,http://www.modverre.com/,,"+33 (0)4 93 40 81 41, +33 (0)4 93 70 42 54, +33493704254",PET,europages,NEW,,C,sales,,
DZF International GmbH,,"andy.zhai@dzf-international.eu, info@dzf-international.eu",http://www.dzf-international.de,Germany,"+49 (0)69 66076988, +49(0)69 6607 6988, 0.857702 14.8571",PET,europages,NEW,,C,sales,,
Perez Linares – Recyclable Rigid Packaging Solutions,,info@perezlinares.com,https://www.perezlinares.com/,,"+0152-0153, +34 965 56 10 13, +34 965 561 013",PET,europages,NEW,,C,sales,,
INSIGHT SECURITY,,"info@insight-security.com, orderenq@insight-security.com",https://www.insight-security.com,,"+44 (0) 1273 475500, +44 1273 475500, +44 1273 478800",PET,europages,NEW,,C,sales,,
Model Packshop GmbH,,packshop.linz@modelgroup.com,http://www.packshop.at,Austria,"+43 (0) 732 38 60 41-0, +43 732 386041-0, +43732386041-0",PET,europages,NEW,,C,sales,,
